Link,Price,Address,Broker Name,Broker Phone Number,Brokerage Company,Brokerage Address,Brokerage Phone Number,Brokerage Website,MLS Number,Property Description,Location Description,Property Type,Building Type,Community Name,Title,Annual Property Taxes,Parking Space,Time on Realtor,Bedrooms Above Grade,Bedrooms Below Grade,Bathrooms,Features,Cooling,Heating,Exterior Finish,Storeys,Land Size,Parking Type,Appliances Included,Flooring,Basement Features,Basement Type,Building Amenities,Pool Type,Foundation Type,Style,Utility Sewer,Water,Land Frontage,Land Depth
https://www.realtor.ca/real-estate/27248615/725-9-mabelle-avenue-toronto-w08-islington-city-centre-west,524900,"725 - 9 MABELLE AVENUE, Toronto W08, Ontario M9A0E1",FRED DE CAROLIS,416-895-3733,REVEL REALTY INC.,"336 BRONTE ST S #225
MILTON, Ontario L9T7W6",289-429-1529,,MLS? Number: W9238007,"You know that resort feeling of relaxation with everything at your fingertips, mixed with a little bit of concern that you won't have time to use everything - well this incredible condo has all the amenities and conveniences you could ever want, with endless time to use them, being in your own home. Shoot hoops in the indoor court, do laps in the indoor pool, and then relax in the whirlpool or sauna. The condo also features a massive gym, spin studio, yoga studio, and outdoor fitness centre. The seemingly endless terrace has two large BBQ spaces, countless lounges, and a children's playground and splash pad; letting you relax with a book under shade, while the kids play for hours in the sun. And if you need somewhere to entertain the kids on a rainy or colder day, swing down to the indoor children's play room (but don't miss the media room, party rooms, meeting rooms, and games rooms that you'll pass on your way). This modern 1 bed + DEN model comes with 1 LOCKER and 1 PARKING SPACE, and has all of these amenities (plus heat and water) for under $500/month in condo fees!!! Amazing location with the rare convenience of downtown by the Subway at your doorstep; and the relative ease leaving the city with both the 427 & QEW less than 10mins away. **** EXTRAS **** 1 Locker and 1 Parking Space. Some pictures of the unit have been virtually staged, as noted. (36486622)",Islington Ave > Dundas St W,Single Family,Apartment,Islington-City Centre West,Condominium/Strata,2110.1,,9 days,1,1,1,"Balcony, Carpet Free",Central air conditioning,Forced air (Natural gas),"Steel, Concrete",,,Underground,"Cooktop, Dishwasher, Dryer, Microwave, Range, Refrigerator, Stove, Washer, Window Coverings",,,,"Security/Concierge, Exercise Centre, Recreation Centre, Party Room, Storage - Locker",Indoor pool,,,,,,
https://www.realtor.ca/real-estate/27248576/5-ripon-road-toronto-e03-oconnor-parkview,1149000,"5 RIPON ROAD, Toronto E03, Ontario M4B1H8",OKSANA KOHANOVA,416-520-9477,ROYAL LEPAGE SIGNATURE REALTY,"8 SAMPSON MEWS SUITE 201
TORONTO, Ontario M3C0H5",416-443-0300,,MLS? Number: E9238086,"Bright, Spacious, Upgraded Detached 4 Bedroom House In A Desired Area. Main foor has large bedroom with sliding doors to the huge deck andfull 4 Pc Bathroom, Massive Eat-in Kitchen W/Backsplash, Granite Counter Tops, Marble Floors, Custom Kitchen Cabinets. S/S. Appliances. PotLight, Open Concept Living and Dinging Room. Hardwood Floors. Separate Entrance To The 2 Bedroom Basement Apartment. Walking Distance To Shopping Mall, Victoria Park Subway Station, Ttc. Schools, Trails & Park. Perfect Home To Raise Your Family. Fantastic Lot on a great street.Pictures from before rented **** EXTRAS **** Renovated Laundry Room 2024 (plumbing, fooring, waterproofng), New shingles replaced on west side of the roof 2023, A/C unit 2022,Appliences 2022 (36486662)",Victoria Pk/St.Clair,Single Family,House,O'Connor-Parkview,Freehold,4504.01,3,9 days,4,2,3,In-Law Suite,Central air conditioning,Forced air (Natural gas),Brick,2,40 x 120 FT|under 1/2 acre,,"Dishwasher, Dryer, Refrigerator, Two stoves, Washer","Hardwood, Laminate, Ceramic","Apartment in basement, Separate entrance",N/A,,,Block,Detached,Sanitary sewer,Municipal water,40 ft,120 ft
https://www.realtor.ca/real-estate/27248549/3315-45-charles-street-e-toronto-c08-church-yonge-corridor,749999,"3315 - 45 CHARLES STREET E, Toronto C08, Ontario M4Y0B8",JORDAN MARTIN,416-383-9525,RIGHT AT HOME REALTY,"130 QUEENS QUAY EAST #506
TORONTO, Ontario M5V3Z6",416-383-9525,,MLS? Number: C9238020,"Experience Elevated Living in the Heart of Yorkville! Welcome to your luxurious oasis in the sky at Chaz Yorkville. Thousands spent in upgrades, this beautifully renovated condo unit offers the epitome of modern elegance, boasting breathtaking views of the iconic CN Tower and the vibrant cityscape. Step into sophistication as natural light floods the space, highlighting the sleek, contemporary finishes throughout. The open-concept design seamlessly integrates the living, dining, and kitchen areas, creating an inviting atmosphere for both relaxation and entertainment. The heart of this home is the expansive kitchen featuring a large, spacious island perfect for hosting gatherings with friends and family. Whether you're a culinary enthusiast or simply enjoy the art of entertaining, this kitchen is sure to impress. Retreat to the comfort of the primary bedroom, complete with ample closet space and a serene ambiance. Need additional space for guests or a home office? The generously sized den offers versatility with built-in storage and room for a bed and desk. Convenience is key with the Bloor subway station just steps away, providing seamless access to all parts of the city via both subway lines. Explore the upscale boutiques and dining options of Yorkville, or escape to the nearby parks for a leisurely stroll amidst nature's tranquility. Don't miss the opportunity to elevate your lifestyle in this prestigious location, where luxury meets convenience. Don't Miss Out, Come & Get It! **** EXTRAS **** UPGRADES - New Kitchen & Island (22), Light Fixtures (22), Bathroom Upgrades (22), Den Sliding Door (22), Den Built-In Closet (23), Extra Rack in All Closets (21) (36486569)",Church St & Charles St E,Single Family,Apartment,Church-Yonge Corridor,Condominium/Strata,3677.84,,9 days,1,1,1,Balcony,Central air conditioning,Forced air (Natural gas),Concrete,,,Underground,"Cooktop, Dishwasher, Dryer, Microwave, Oven, Refrigerator, Washer",,,,"Recreation Centre, Exercise Centre, Party Room, Security/Concierge",,,,,,,
https://www.realtor.ca/real-estate/27248552/1907-155-beecroft-road-toronto-c07-lansing-westgate,520000,"1907 - 155 BEECROFT ROAD, Toronto C07, Ontario M2N7C6",THOMAS CHONG,905-695-7888,RIGHT AT HOME REALTY,"1550 16TH AVENUE BLDG B UNIT 3 & 4
RICHMOND HILL, Ontario L4B3K9",905-695-7888,,MLS? Number: C9238036,"Direct access to both North York Centre and Sheppard Yonge subway station! Cozy move-in ready 1 bedroom unit in the heart of North York with excellent layout. Spectacular Panoramic Unobstructed Northern Exposure Views. Open concept kitchen Features A Breakfast Bar W/Granite Countertops, Dishwasher. Minutes to highway 401 and 404. Steps to nearby restaurants, Cineplex, shops , Mel Lastman Park and Meridian Arts Centre. **** EXTRAS **** Excellent building amenitites - 24 Hr Concierge, Gym, Indoor Pool, Whirlpool, Sauna, Party Room, Billiards, & Guest Suites. (36486588)",Yonge/Sheppard,Single Family,Apartment,Lansing-Westgate,Condominium/Strata,1809.68,,9 days,1,,1,"Balcony, In suite Laundry",Central air conditioning,Forced air (Natural gas),Concrete,,,Underground,,"Laminate, Ceramic",,,"Security/Concierge, Exercise Centre, Party Room, Sauna, Visitor Parking",Indoor pool,,,,,,
https://www.realtor.ca/real-estate/27248551/n312-6-sonic-way-toronto-c11-flemingdon-park,499900,"N312 - 6 SONIC WAY, Toronto C11, Ontario M3C0P1",RAJ NADARAJAH,905-475-4750,RE/MAX EXCEL REALTY LTD.,"50 ACADIA AVE SUITE 120
MARKHAM, Ontario L3R0B3",905-475-4750,,MLS? Number: C9238026,"Absolutely Great Location At Eglinton & Don Mills. thus Unit Features 1+Den, 1 Bath And Balcony. Parking And Locker Included. an Abundance Of Natural Light With Floor To Ceiling Windows. West Exposure. Exceptionally Luxurious Finished. Very Close To Future Crosstown Eglinton Station, Shops, Loblaws, Ontario Science Centre, Aga Khan Museum, Dvp And All Amenities. **** EXTRAS **** S/S Fridge, S/S Stove, S/S Dishwasher, S/S Microwave, Stacked Washer And Dryer. (36486577)",Eglinton/Don Mills,Single Family,Apartment,Flemingdon Park,Condominium/Strata,2281.7,,9 days,1,1,1,Balcony,Central air conditioning,Forced air (Natural gas),Concrete,,,Underground,,"Laminate, Tile",,,Storage - Locker,,,,,,,
https://www.realtor.ca/real-estate/27248553/1801-609-avenue-road-toronto-c02-yonge-st-clair,2088880,"1801 - 609 AVENUE ROAD, Toronto C02, Ontario M4V2K3",DARYL KING,905-907-5464,RE/MAX HALLMARK REALTY LTD.,"9555 YONGE STREET #201
RICHMOND HILL, Ontario L4C9M5",905-883-4922,,MLS? Number: C9238045,"*motivated seller* Executive 3 bedroom unit w/ 2 parking. Experience the epitome of luxury living on one of Toronto's most prestigious streets, boasting 1600 sqft of opulent living space that offers uninterrupted vistas of Deer Park and beyond. This exceptional unit is bathed in natural light and features expansive floor-to-ceiling windows, providing breathtaking views of the city skyline and lush green spaces from two separate balconies. Impeccable finishes adorn this open-concept kitchen and living/dining area, and the unit includes the added convenience of two parking spots and one locker. With its proximity to UCC, TTC, grocery stores, restaurants, shops, scenic trails, and easy access to the 401, this location offers unparalleled convenience. **** EXTRAS **** Fridge, Stove, Hood Fan, Dishwasher, Washer & Dryer, All Electrical Light Fixtures, 2 Underground Parking & 1 Locker (36486598)",Avenue rd & st. claire ave w,Single Family,Apartment,Yonge-St. Clair,Condominium/Strata,10220,,9 days,3,,3,Balcony,Central air conditioning,Forced air (Natural gas),Concrete,,,Underground,,,,,"Security/Concierge, Exercise Centre, Storage - Locker",,,,,,,
https://www.realtor.ca/real-estate/27248548/1608-120-parliament-street-toronto-c08-moss-park,899999,"1608 - 120 PARLIAMENT STREET, Toronto C08, Ontario M5A2Y8",JENNIFER VIERA,905-499-8800,RE/MAX EXPERTS,"277 CITYVIEW BLVD UNIT: 16
VAUGHAN, Ontario L4H5A4",905-499-8800,http://deals@remaxwestexperts.com/,MLS? Number: C9238018,"Welcome to East United Toronto Condos, where urban sophistication meets comfort. This stunning and rare 3-bedroom, 2-bath corner unit offers 895 sqft of functional living space with floor-to-ceiling windows and boasts two spacious balconies totaling 177 Sqft, offering breathtaking panoramic city views, including the iconic CN Tower. With a 99 Walk score, 99 Transit score, and 95 bike score, this condo offers unparalleled convenience. You'll be close to the St.Lawrence Market, The distillery District, the University of Toronto, George Brown, Restaurants, shops, cafes, and have the TTC streetcar right at your doorstep. The condo features a sleek modern design and boasts million-dollar amenities, including a fitness center, games room, rooftop terrace with BBQ, Lounge and party room, 24-hour concierge, and visitor parking. Plus, its pet-friendly **** EXTRAS **** Closet space is incredible in this unit! Built-in cook top oven, stainless steel appliances. Pet's allowed with restrictions (36486566)",Parliament and Adelaide,Single Family,Apartment,Moss Park,Condominium/Strata,3504.6,,9 days,3,,2,Balcony,Central air conditioning,,Concrete,,,Underground,"Dryer, Refrigerator, Stove, Washer, Window Coverings",,,,"Security/Concierge, Exercise Centre, Party Room, Visitor Parking",,,,,,,
https://www.realtor.ca/real-estate/27248443/1503-2645-kipling-avenue-toronto-w10-mount-olive-silverstone-jamestown,349900,"#1503 - 2645 KIPLING AVENUE, Toronto W10, Ontario M9V3S6",EVA ADUSEI,905-683-5000,RE/MAX HALLMARK FIRST GROUP REALTY LTD.,"314 HARWOOD AVE SOUTH #200
AJAX, Ontario L1S2J1",905-683-5000,http://www.remaxhallmark.com/Hallmark-Durham,MLS? Number: W9237989,"WELCOME TO YOUR OPPORTUNITY FOR HOME OWNERSHIP!! This unit presents with many opportunities for the first time home buyer looking to get into the market or the investor looking to complete their next easy Fix and Flip or BRRR strategy project! This unit is situated in a prime location close to numerous amenities, Albion Mall, Schools, Humber College, TTC, Kipling Station, Finch LRT (Coming soon) 401,407, and 427! Unit boasts a Large Balcony with North West exposure- great view! Dining room was sectioned off and converted to a large office area - can easily be converted back to a dining room. Unit has 2 spacious Underground parking spaces. Unit is being sold AS-IS - Full cosmetic renovations are required and awaiting your touch to bring it back to life! DON'T MISS OUT ON THIS RARE OPPORTUNITY!! (36486432)",Kipling and Finch,Single Family,Apartment,Mount Olive-Silverstone-Jamestown,Condominium/Strata,626,,9 days,2,1,2,Balcony,,Baseboard heaters (Electric),Brick,,,Underground,,,,,,,,,,,,
https://www.realtor.ca/real-estate/27248357/1306-225-village-green-square-toronto-e07-agincourt-south-malvern-west,698000,"1306 - 225 VILLAGE GREEN SQUARE, Toronto E07, Ontario M1S0N4",JUSTIN WANG,416-490-1177,HOMELIFE NEW WORLD REALTY INC.,"201 CONSUMERS RD., STE. 205
TORONTO, Ontario M2J4G8",416-490-1177,http://www.homelifenewworld.com/,MLS? Number: E9237972,"Luxurious 2 Bedroom plus Den By Tridel. Bright & Efficient Layout With Large Windows. Laminate Flooring Throughout. Open Kitchen With Granite Counter, Stainless Steel Appliances. Large Closet With Organizer. Two 4Pc Full Bathroom. 1 Parking Included, Close To Elevator. Great amenities Including Gym, Party Room, And More. Minutes to Hwy 401, TTC, Subway, STC, Centennial College, U Of T Scarborough, Supermarket, Shops And Many More. The Perfect Investment Or Lovely Home! With easy access to Highway 401, Go Transit, and TTC at your doorstep. **** EXTRAS **** The nearby park is perfect for a leisurely stroll, and you'll find Centennial College, Agincourt Mall, Walmart, U of T Scarborough, Scarborough Town Centre, and more just a few minutes away (36486329)",Kennedy/401,Single Family,Apartment,Agincourt South-Malvern West,Condominium/Strata,2431.9,,9 days,2,1,2,"Balcony, Carpet Free, In suite Laundry",Central air conditioning,Forced air (Natural gas),Concrete,,,Underground,"Intercom, Dishwasher, Dryer, Oven, Refrigerator, Washer",,,,"Security/Concierge, Exercise Centre, Party Room, Visitor Parking, Storage - Locker",,,,,,,
https://www.realtor.ca/real-estate/27248351/s704-8-olympic-garden-drive-toronto-c14-newtonbrook-east,699000,"S704 - 8 OLYMPIC GARDEN DRIVE, Toronto C14, Ontario M2M0B9",BARMAK AZIZIMOGHADDAM,416-999-5000,RE/MAX EXCEL REALTY LTD.,"120 WEST BEAVER CREEK RD #23
RICHMOND HILL, Ontario L4B1L2",905-597-0800,,MLS? Number: C9237981,"Discover this beautiful, brand-new 1-bedroom + den suite with 2 bathrooms, perfectly situated at Yonge/Finch! Be among the first to live in M2M Condos, featuring modern appliances, a generous balcony, and a prime city-center location. This pristine condo, never occupied before, offers easy access to shopping, grocery stores, and public transit, along with a convenient locker, and offers a variety of amenities, such as a gym, party room, visitor parking, and 24-hour security. Don't miss the chance to make this your new home! (36486332)",Yonge/Finch,Single Family,Apartment,Newtonbrook East,Condominium/Strata,0,,9 days,1,1,2,Balcony,Central air conditioning,Forced air (Natural gas),Concrete,,,Underground,,,,,Storage - Locker,,,,,,,
https://www.realtor.ca/real-estate/27248108/6206-30-shore-breeze-drive-toronto-w06-mimico,850000,"6206 - 30 SHORE BREEZE DRIVE, Toronto W06, Ontario M8V0J1",ANIA BASKA,416-877-2642,RE/MAX CONDOS PLUS CORPORATION,,416-847-0920,http://www.remaxcondosplus.com/,MLS? Number: W9237901,"Welcome to the Iconic Eau Du Soleil in Humber Bay Shores! Experience luxury living in this stunning Lower Penthouse unit, boasting an excellent layout and unobstructed views of the lake and the city skyline. This one-bedroom + den unit features an open balcony, parking, and a locker, and it has approximately $80K in upgrades plus additional builder upgrades. Interior Highlights: 10 ft. smooth ceilings for an airy, spacious feel. Modern kitchen with Miele appliances, extended cabinets, under-mount sink, and quartz countertops with a waterfall edge. Upgraded engineered hardwood flooring throughout. Electric fireplace for cozy evenings. Roller blinds in every room, with blackouts in the bedroom for added privacy. Luxurious bathroom with a quartz countertop, glass-enclosed shower, and upgraded full-size washer and dryer. Exclusive Features Include an electric BBQ, wine storage, and a humidor unit. Garden plot and access to the exclusive Sky Lounge. Eau Du Soleil Amenities: Indoor saltwater pool and hot tub for relaxation. Full gym with spinning, yoga, and CrossFit areas. Party rooms, Huge Outdoor landscaped terrace with seating area and BBQ, theatre, and games room for entertainment. Kids' rooms, dog washing rooms, concierge services, and 24-hour security are all available for peace of mind. Prime Location: Walking distance to trails, the lake, sailing clubs/marina, restaurants, grocery stores, banks, and schools.Minutes to downtown Toronto and the airport, offering convenience and connectivity. This unit truly offers luxury, comfort, and convenience, making it a perfect choice for those seeking an upscale living experience. (36486009)",Lake Shore Blvd. & Park Lawn,Single Family,Apartment,Mimico,Condominium/Strata,3698.04,,9 days,1,1,1,"Balcony, Carpet Free",Central air conditioning,Forced air (Natural gas),Concrete,,,Underground,"Dishwasher, Dryer, Microwave, Oven, Refrigerator, Stove, Washer, Window Coverings",Hardwood,,,"Exercise Centre, Recreation Centre, Party Room, Storage - Locker","Indoor pool, Outdoor pool",,,,,,
https://www.realtor.ca/real-estate/27248110/309-21-markbrook-lane-toronto-w10-mount-olive-silverstone-jamestown,599000,"309 - 21 MARKBROOK LANE, Toronto W10, Ontario M9V5E4",RAVI ANAND,905-909-3333,SAVE MAX PIONEER REALTY,"170 ROBERT SPECK PKWY #201
MISSISSAUGA, Ontario L4Z3G1",905-909-3333,,MLS? Number: W9237912,"Absolutely gorgeous!! Hard to find 2+1 bedroom unit with sunfilled solarium and 2 huge balconies, 2 full 3-piece bathrooms, ensuite laundry room and locker room. Upgraded kitchen with backsplash, granite countertop, aesthetically selected floor tiles. Excellent School Rating. Huge Windows That Bring Lots Of Natural Light. No Obstruction Of View. Short Distance To Humber College. Large Storage Locker And Underground Parking bedroom with en-suite washroom and his-her closets.Centrally Located in Etobicoke in a Peaceful, Family Friendly Community. Close to all amenities & convenient quick access to Highways 400/427/407/401/27. Close to Public school, Transit, & Shops. Steps away, North Humber Park and Kay Park invite endless outdoor activities, from leisurely jogs to vibrant gatherings with friends.This is the place you can call home.!!! **** EXTRAS **** Amenities include indoor pool, gym, game room, party room, sauna & playground & lots of visitor parking (36486022)",Steeles & Kipling,Single Family,Apartment,Mount Olive-Silverstone-Jamestown,Condominium/Strata,1366,,9 days,2,1,2,Balcony,Central air conditioning,Forced air (Natural gas),,,,Underground,"Dryer, Microwave, Refrigerator, Stove, Washer","Laminate, Tile",,,Storage - Locker,,,,,,,
https://www.realtor.ca/real-estate/27248097/29-hillary-avenue-toronto-w03-keelesdale-eglinton-west,979000,"29 HILLARY AVENUE, Toronto W03, Ontario M6N2B9",SUMAN MUKHERJEE,416-996-4176,CENTURY 21 INNOVATIVE REALTY INC.,"2855 MARKHAM RD #300
TORONTO, Ontario M1X0C3",416-298-8383,http://www.c21innovativerealty.com/,MLS? Number: W9237853,""""" Great Location to Live or Invest"""" Offering 2 Story Home in Heart of Toronto ( Little Portugal) Situated on a quiet street. Child friendly neighborhood! 24 hours TTC and walking distance to Grocery stores and many restaurants, bakeries and coffee shops. Close proximity to parks and schools. House consists of 3 full bathrooms, 3 large completely renovated bedrooms. Good-size Master bedroom includes 1 ensuite washroom with free-standing bathtub and standing shower. New hardwood floors throughout. large living room connected to porch. Beautiful dining area connected to kitchen. A cozy solarium facing completely private backyard. Newer AC unit and roofing (shingles). Second floor- all rooms contain pot lights. Main floor pot lights in kitchen and bathroom. Potential for 2 car parking pad easily to be made. Large basement/play area. Office on main floor currently being used as a laundry room which can be transformed to work from home office in future. Offer anytime. **** EXTRAS **** Front Porch Enclosure, Please note Parking pads can be done In front of the home like other home did on the street for very reasonable cost. Remove dirt, Level & Pour Concrete. Please see the city website for more info. Offer anytime. (36485950)",keele St / Hillary Ave,Single Family,House,Keelesdale-Eglinton West,Freehold,4500,0,9 days,3,,3,,Central air conditioning,Forced air (Natural gas),Vinyl siding,2,25 x 100 FT,,"Dishwasher, Dryer, Refrigerator, Stove, Washer","Hardwood, Ceramic",,Full,,,Concrete,Detached,Sanitary sewer,Municipal water,25 ft,100 ft
https://www.realtor.ca/real-estate/27248047/2403-8-widmer-street-s-toronto-c01-waterfront-communities-c1,679000,"2403 - 8 WIDMER STREET S, Toronto C01, Ontario M5V2E7",NAZIR KHAN,416-444-7653,WORLD CLASS REALTY POINT,"55 LEBOVIC AVE #C115
TORONTO, Ontario M1L0H2",416-444-7653,,MLS? Number: C9237916,"NEW LUXURY KING W ST Condo -2 Beds 2 Baths- Assignment Sale. Perfectly positioned in the heart of the city Toronto's buzzing Theatre District. Has large balcony. With a gorgeous view . Walking distance to the subway and everything King West and downtown Toronto has to offer. Bus and streetcar routes are all steps away, while both Osgood and St. Andrew subway stations are just a few minutes walk. Shopping & Dining - Just Moments Away. A great investment OPPORTUNITY! (36485963)",Widmer St & King St W,Single Family,Apartment,Waterfront Communities C1,Condominium/Strata,0,0,9 days,2,,2,"Balcony, Carpet Free, In suite Laundry",Central air conditioning,Forced air (Natural gas),Concrete,,,,,Laminate,,,,,,,,,,
https://www.realtor.ca/real-estate/27248051/322-hillsdale-avenue-e-toronto-c10-mount-pleasant-east,1380000,"322 HILLSDALE AVENUE E, Toronto C10, Ontario M4S1T8",SAM SHENG,905-808-6000,ANJIA REALTY,"3601 HWY 7 #308
MARKHAM, Ontario L3R0M3",905-808-6000,,MLS? Number: C9237928,"Welcome to 322 Hillsdale Ave E.! Newly renovated! 2+1 bedrooms, 3 ensuite bathrooms on a large 123 feet deep lot, quiet street, parking three cars. The main floor is stunning, bright open concept eat-in Kitchen, centre island, lots of counter space & cabinets, new stainless-steel appliances , a beautiful backsplash, as well as a w/out to the balcony for your morning coffee. A charming living room with a fireplace, walk out to deck overlooking yard. The primary bdrm is fabulous with beautiful walk-in closet, and 4pc bathroom with separate shower and bathtub where you can relax and enjoy a spa at home. Basement fully finished, a bedroom with ensuite washroom, also can be used as a family room for entertainment. You must see it for yourself. And with it being in the Maurice Cody Elementary school district, it's the one every parent is looking for. (36485979)",Mount Pleasant/Eglinton East,Single Family,House,Mount Pleasant East,Freehold,6389,,9 days,2,1,3,,Central air conditioning,Forced air (Natural gas),Brick,2,17.5 x 123 FT|under 1/2 acre,Attached Garage,Water meter,"Hardwood, Carpeted, Tile",,N/A (Finished),,,Unknown,Semi-detached,Sanitary sewer,Municipal water,17 ft,123 ft
https://www.realtor.ca/real-estate/27248046/2817-155-yorkville-avenue-toronto-c02-annex,749000,"2817 - 155 YORKVILLE AVENUE, Toronto C02, Ontario M5R0B4",PAUL NATHAN PETERSON,416-388-0044,CHESTNUT PARK REAL ESTATE LIMITED,"1300 YONGE ST GROUND FLR
TORONTO, Ontario M4T1X3",416-925-9191,http://www.chestnutpark.com/,MLS? Number: C9237911,"Welcome to Yorkville Plaza! The Conversion Of The Former Four Seasons Hotel. Exceptional Chance To Acquire A Pristine corner Unit Right In The Heart Of Yorkville! This Sun-Drenched 1 Bedroom + den """"London"""" floorplan is one of the building's most desirable layouts with Zero wasted space. Enjoy spectacular city views and sunsets from this 610 sq ft NW corner condo. With short term rental possibilities, this condo generates fantastic income for the savvy investor or also works well for end users. With sleek interior finishes, integrated appliances, stone counter tops and laminate floors throughout. Located in the heart of Yorkville- One of Toronto's most desired neighbourhoods. Walk to Toronto's Premier Shops, Restaurants, Cafes, 2 Subway Lines, U Of T, Royal Ontario Museum, Nightlife and More. AAA location that can't be beat. **** EXTRAS **** 24 hour security and a close walk to the boutique and chic stores of Yorkville. (36485957)",Yorkville Ave & Avenue Road,Single Family,Apartment,Annex,Condominium/Strata,4849.6,,9 days,1,1,1,,Central air conditioning,Forced air (Natural gas),Concrete,,,Underground,"Dishwasher, Dryer, Refrigerator, Washer, Window Coverings",,,,"Security/Concierge, Exercise Centre, Party Room",,,,,,,
https://www.realtor.ca/real-estate/27248039/118-vaughan-road-toronto-c03-humewood-cedarvale,15800000,"118 VAUGHAN ROAD, Toronto C03, Ontario M6C2M1",VESNA KOLENC,416-987-8000,RE/MAX PREMIER INC.,"9100 JANE ST BLDG L #77
VAUGHAN, Ontario L4K0A4",416-987-8000,,MLS? Number: C9237878,"This rare opportunity to own an Investment Property with 32 units fully rented with fantastic long term tenants. Kept in pristine condition from the owner taking care of it. In the family since 1987 and having Pride of Ownership. Situated in a high demand location of downtown with transportation and all amenities. Possible re-development. Possible addition to existing building. Building having 32 Units on 4 Storeys, which include 8 Junior 1 Bedroom Units, 8 One Bedroom Units, 16 Two bedrooms Units. Laundry facility in building. Some units renovated. **** EXTRAS **** Appliances in all units, Fire Safety in place, Roof Replaced, Heating System Replaced, Immaculate Building. (36485917)",Vaughan Rd & St. Clair Ave. W.,Multi-family,Multi-Family,Humewood-Cedarvale,,51170.46,8,9 days,,,,,,Hot water radiator heat,,,60 x 150 FT,,"Refrigerator, Two stoves",,,,,,,,Sanitary sewer,Municipal water,60 ft,150 ft
https://www.realtor.ca/real-estate/27248036/3502-115-mcmahon-drive-toronto-c15-bayview-village,623000,"3502 - 115 MCMAHON DRIVE, Toronto C15, Ontario M2K0E3",CLARENCE LI,905-582-6888,MEHOME REALTY (ONTARIO) INC.,"9120 LESLIE ST #101
RICHMOND HILL, Ontario L4B3J9",905-582-6888,http://www.mehome.com/,MLS? Number: C9237870,"Luxurious North York Concord Park Place Condo. Bright 1+Den Unit With Functional Layout, Open Balcony, L-Shape Kitchen, Quartz Counter. 9' Ceiling Open Concept Living Area W/Floor To Ceiling Windows. Steps To Bessarion Subway Stations & Oriole Go Train, Community Centre, Hospital, Bayview Village, IKEA, Canadian Tire, Fairview Mall, Restaurants. Minutes To DVP, Hwy 404 & 401. Amazing Amenities Include Tennis Court, Indoor Pool, Full Basketball Court, Gym, Bowling Lanes, Pet Spa, And More. **** EXTRAS **** Existing Integrated Appliances - B/I Stovetop/Oven, Rangehood, Microwave, Fridge, & B/I Dishwasher, Stacked Washer/Dryer, All Light Fixtures, All Roller Blind Window Coverings, 1 Parking & 1 Locker (36485906)",Leslie / Sheppard Ave E,Single Family,Apartment,Bayview Village,Condominium/Strata,2582.2,,9 days,1,1,1,"Balcony, Carpet Free",Central air conditioning,Forced air (Natural gas),Concrete,,,Underground,,Laminate,,,"Security/Concierge, Exercise Centre, Party Room, Visitor Parking, Storage - Locker",,,,,,,
https://www.realtor.ca/real-estate/27247974/426-1100-kingston-road-toronto-e06-birchcliffe-cliffside,489000,"426 - 1100 KINGSTON ROAD, Toronto E06, Ontario M1N0B3",WADE ADAMS,905-576-5200,COLDWELL BANKER 2M REALTY,,905-576-5200,http://www.2mrealty.ca/,MLS? Number: E9237857,"You can have it all in this 641 sq foot condo! Discover unparalleled luxury in this never-before-offered 1-bedroom, 1-bath unit in the sought-after Upper Beaches. The spacious layout includes room for a separate dining and living areas, a large bedroom with a wall-to-wall closet, ensuite laundry. Store all of your seasonal items in an owned locker. Enjoy the perfect blend of comfort and style in a home designed for modern living. Beyond the unit, indulge in top-notch building amenities that cater to every lifestyle need. Relax and entertainment on the rooftop terrace with panoramic views, BBQ areas, and gardens. Stay active in the state-of-the-art gym and yoga studio. Host memorable events in the party room, challenge friends in the billiards room, or find solace in the cozy library. Pet owners will appreciate the dog wash station, and hobbyists will love the woodworking room. Conveniently located near fine dining, shopping, parks, beaches, and top-rated schools, this exceptional condo offers everything you need for a luxurious and convenient lifestyle. Don't miss your chance to call this exceptional condo your home! (36485831)",Kingston & Victoria Park,Single Family,Apartment,Birchcliffe-Cliffside,Condominium/Strata,2503.5,,9 days,1,,1,Balcony,Central air conditioning,Heat Pump (Natural gas),Concrete,,,Underground,,,,,"Exercise Centre, Party Room, Visitor Parking, Storage - Locker",,,,,,,
